"@odata.etag","nycsr_admininterventiontype@OData.Community.Display.V1.FormattedValue","nycsr_admininterventiontype","nycsr_caseid","nycsr_interventionenddate@OData.Community.Display.V1.FormattedValue","nycsr_interventionenddate","nycsr_casenumber","nycsr_interventionstartdate@OData.Community.Display.V1.FormattedValue","nycsr_interventionstartdate","nycsr_building.nycsr_address","nycsr_building.nycsr_latitude@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_latitude","nycsr_building.nycsr_buildingid","nycsr_building.nycsr_borough@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_borough","nycsr_building.nycsr_longitude@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_longitude","nycsr_building.nycsr_geographicaldistrictcode","nycsr_building.nycsr_buildingname","nycsr_locationsite.nycsr_sitename"
"W/""301711965""","Classroom Closed",882450000,"4427bc7e-2dfc-eb11-94ef-001dd8301b84","8/22/2021","2021-08-22T04:00:00Z","048133","8/14/2021","2021-08-14T04:00:00Z","109 BAY 14TH STREET","40,606,739.000000",40606739,"9b28a20c-31f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-74,007,469.000000",-74007469,"20","P.S./ I.S. 163 - BROOKLYN","Summer - CHAPTER 683 - Elementary, Middle School - P.S. 370 - K370 - K807 - 75K370 - 109 BAY 14TH STREET"
"W/""301711981""","Classroom Closed",882450000,"b11c0234-30fc-eb11-94ef-001dd8301b84","8/22/2021","2021-08-22T04:00:00Z","048138","8/14/2021","2021-08-14T04:00:00Z","850 BAYCHESTER AVENUE","40,874,035.000000",40874035,"e38a0044-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,831,669.000000",-73831669,"11","P.S. 178 - BRONX","Summer - CHAPTER 683 - Elementary - P.S. X596 - X596 - X178 - 75X596 - 850 BAYCHESTER AVENUE"
"W/""301711993""","Classroom Closed",882450000,"bd7b62c8-31fc-eb11-94ef-001dd8301b84","8/21/2021","2021-08-21T04:00:00Z","048141","8/14/2021","2021-08-14T04:00:00Z","850 BAYCHESTER AVENUE","40,874,035.000000",40874035,"e38a0044-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,831,669.000000",-73831669,"11","P.S. 178 - BRONX","Summer - CHAPTER 683 - Elementary - P.S. X596 - X596 - X178 - 75X596 - 850 BAYCHESTER AVENUE"
"W/""301712005""","Classroom Closed",882450000,"3bbc6214-3bfc-eb11-94ef-001dd8301b84","8/21/2021","2021-08-21T04:00:00Z","048146","8/14/2021","2021-08-14T04:00:00Z","98 GRANT STREET","40,633,666.000000",40633666,"83be7adc-32f4-ea11-b882-24ee9a37d45c","Staten Island",882450004,"-74,078,337.000000",-74078337,"31","ARTHUR D. PHILLIPS SCHOOL - S.I.","Summer - ES SUMMER RISING - Elementary - P.S. 65 The Academy of Innovative Learning - R065 - R829 - 31R065 - 98 GRANT STREET"
"W/""301712014""","Classroom Closed",882450000,"90f005bd-3bfc-eb11-94ef-001dd8301b84","8/21/2021","2021-08-21T04:00:00Z","048148","8/14/2021","2021-08-14T04:00:00Z","98 GRANT STREET","40,633,666.000000",40633666,"83be7adc-32f4-ea11-b882-24ee9a37d45c","Staten Island",882450004,"-74,078,337.000000",-74078337,"31","ARTHUR D. PHILLIPS SCHOOL - S.I.","Summer - ES SUMMER RISING - Elementary - P.S. 65 The Academy of Innovative Learning - R065 - R829 - 31R065 - 98 GRANT STREET"
"W/""302381703""","Classroom Closed",882450000,"795f29a0-3dfc-eb11-94ef-001dd8301b84","8/21/2021","2021-08-21T04:00:00Z","048149","8/16/2021","2021-08-16T04:00:00Z","69-71 SARATOGA AVENUE","40,684,573.000000",40684573,"5dde261e-4afb-ea11-b883-24ee9a37d459",,,"-73,917,211.000000",-73917211,"23","SHIRLEY CHISHOLM DAY CARE CENTER, INC.","Saratoga II - KBJZ - KBFR -  - 69-71 SARATOGA AVENUE"
"W/""301712030""","Classroom Closed",882450000,"67738689-42fc-eb11-94ef-001dd8301b84","8/21/2021","2021-08-21T04:00:00Z","048154","8/14/2021","2021-08-14T04:00:00Z","442 EAST HOUSTON STREET","40,719,888.000000",40719888,"4b507380-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,977,380.000000",-73977380,"1","P.S. 188 - MANHATTAN","Summer - ES MS SUMMER RISING - Elementary, Middle School - P.S. 188 The Island School - M188 - M188 - 01M188 - 442 EAST HOUSTON STREET"
"W/""301712046""","Classroom Closed",882450000,"d44b43e3-49fc-eb11-94ef-001dd8301b84","8/22/2021","2021-08-22T04:00:00Z","048158","8/14/2021","2021-08-14T04:00:00Z","16 CLARKSON STREET","40,729,052.000000",40729052,"4d0c1bb1-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-74,006,155.000000",-74006155,"2","CITY-AS-SCHOOL(OLD 95) - MANHATTAN","Summer - HS Summer School - High School - High School M560 - City As School - M560 - M641 - 02M560 - 16 CLARKSON STREET"
"W/""302858672""","Classroom Closed",882450000,"b274721d-4dfc-eb11-94ef-001dd8301b84","8/22/2021","2021-08-22T04:00:00Z","048163","8/14/2021","2021-08-14T04:00:00Z","147-65 249th Street","40,655,811.000000",40655811,"8feb6056-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,738,793.000000",-73738793,"29","Success Academy - Rosedale","Success Academy Charter School - Rosedale - New York 5 - Q337 - Q374 - 84Q337 - 147-65 249th Street"
"W/""301712078""","Classroom Closed",882450000,"a6e1c773-4ffc-eb11-94ef-001dd8301b84","8/22/2021","2021-08-22T04:00:00Z","048169","8/14/2021","2021-08-14T04:00:00Z","132-55 RIDGEDALE STREET","40,681,881.000000",40681881,"878946f4-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,752,772.000000",-73752772,"29","I.S. 59 - QUEENS","Success Academy Charter School - Springfield Gardens - New York 6 - Q339 - Q059 - 84Q339 - 132-55 RIDGEDALE STREET"
"W/""301712098""","Classroom Closed",882450000,"bb07636c-56fc-eb11-94ef-001dd8301b84","8/22/2021","2021-08-22T04:00:00Z","048174","8/14/2021","2021-08-14T04:00:00Z","800 GATES AVENUE","40,687,970.000000",40687970,"aae657bd-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,932,066.000000",-73932066,"16","I.S. 324 - BROOKLYN","Summer - MS SUMMER RISING - Middle School - M.S. 267 Math, Science & Technology - K267 - K324 - 16K267 - 800 GATES AVENUE"
"W/""301712102""","Classroom Closed",882450000,"0fc95afa-57fc-eb11-94ef-001dd8301b84","8/22/2021","2021-08-22T04:00:00Z","048175","8/14/2021","2021-08-14T04:00:00Z","968 CAULDWELL AVENUE","40,824,717.000000",40824717,"a5bfa431-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,905,734.000000",-73905734,"8","P.S. 146 - BRONX","Summer - CHAPTER 683 - Elementary - P186X Walter J. Damrosch School - X186 - X146 - 75X186 - 968 CAULDWELL AVENUE"
"W/""302995000""","Classroom Closed",882450000,"c2770bd8-5dfc-eb11-94ef-001dd8301b84","8/23/2021","2021-08-23T04:00:00Z","048178","8/16/2021","2021-08-16T04:00:00Z","610 BALTIC STREET","40,679,916.000000",40679916,"99e657bd-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,980,455.000000",-73980455,"13","P.S. 133 WILLIAM A. BUTLER - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 133 William A. Butler - K133 - K317 - 13K133 - 610 BALTIC STREET"
"W/""301849887""","Classroom Closed",882450000,"69b70445-68fc-eb11-94ef-001dd8301b84","8/22/2021","2021-08-22T04:00:00Z","048189","8/14/2021","2021-08-14T04:00:00Z","200-01 42 AVENUE","40,760,219.000000",40760219,"04af0313-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,784,009.000000",-73784009,"26","P.S. 130 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 130 - Q130 - Q130 - 25Q130 - 200-01 42 AVENUE"
"W/""302416321""","Classroom Closed",882450000,"b9aa9a7d-e0fd-eb11-94ef-001dd8309023","8/22/2021","2021-08-22T04:00:00Z","048200","8/16/2021","2021-08-16T04:00:00Z","681 AUTUMN AVE","40,672,134.000000",40672134,"6aa8853d-49fb-ea11-b883-24ee9a37d459",,,"-73,866,995.000000",-73866995,"19","681 AUTUMN AVE","STEP WITH  PURPOSE LLC-1ST FLR - KDNY - KDFP -  - 681 AUTUMN AVE"
"W/""302827846""","Classroom Closed",882450000,"48955c8a-83fe-eb11-94ef-001dd8309023","8/23/2021","2021-08-23T04:00:00Z","048210","8/17/2021","2021-08-17T04:00:00Z","2750 THROOP AVENUE","40,866,474.000000",40866474,"1c78931f-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,850,510.000000",-73850510,"11","P.S. 121 - BRONX","Summer - ES SUMMER RISING - Elementary - P.S. 121 Throop - X121 - X121 - 11X121 - 2750 THROOP AVENUE"
"W/""302827862""","Classroom Closed",882450000,"9030fb6a-8afe-eb11-94ef-001dd8309023","8/21/2021","2021-08-21T04:00:00Z","048214","8/17/2021","2021-08-17T04:00:00Z","1860 FOREST AVENUE","40,624,847.000000",40624847,"6afdc1bd-32f4-ea11-b882-24ee9a37d45c","Staten Island",882450004,"-74,150,544.000000",-74150544,"31","P.S. 22 - STATEN ISLAND","Summer - ES SUMMER RISING - Elementary - P.S. 022 Graniteville - R022 - R022 - 31R022 - 1860 FOREST AVENUE"
"W/""303259925""","Classroom Closed",882450000,"2439924b-99fe-eb11-94ef-001dd8309023","8/23/2021","2021-08-23T04:00:00Z","048224","8/17/2021","2021-08-17T04:00:00Z","2916 FALCON AVENUE","40,600,948.000000",40600948,"0d9b0fe8-8e3d-eb11-b88a-24ee9a37d45c",,,"-73,765,615.000000",-73765615,"27","2916 FALCON AVENUE","IRIS JACKSON - QBXY - QBXY -  - 2916 FALCON AVENUE"
"W/""302827922""","Classroom Closed",882450000,"408424c0-a4fe-eb11-94ef-001dd8309023","8/23/2021","2021-08-23T04:00:00Z","048230","8/17/2021","2021-08-17T04:00:00Z","990 DEKALB AVENUE","40,692,866.000000",40692866,"9303194f-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,935,123.000000",-73935123,"16","P.S. 81 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 081 Thaddeus Stevens - K081 - K081 - 16K081 - 990 DEKALB AVENUE"
"W/""302827938""","Classroom Closed",882450000,"b2ed72e2-a7fe-eb11-94ef-001dd8309023","8/23/2021","2021-08-23T04:00:00Z","048234","8/17/2021","2021-08-17T04:00:00Z","1077 REMSEN AVENUE","40,642,684.000000",40642684,"29e85c61-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,907,880.000000",-73907880,"18","P.S. 114 - BROOKLYN","Explore Excel Charter School - K379 - K114 - 84K379 - 1077 REMSEN AVENUE"
"W/""303171942""","Classroom Closed",882450000,"c5b7d2f5-4eff-eb11-94ef-001dd8309023","8/23/2021","2021-08-23T04:00:00Z","048251","8/18/2021","2021-08-18T04:00:00Z","561 GRAND AVENUE","40,678,591.000000",40678591,"1268ee1e-31f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,961,636.000000",-73961636,"17","ACORN COMMUNITY HS - K","Summer - CHAPTER 683 - High School - P.S. 373 - Brooklyn Transition Center - K373 - K909 - 75K373 - 561 GRAND AVENUE"
"W/""303126009""","Classroom Closed",882450000,"ae61840f-58ff-eb11-94ef-001dd8309023","8/23/2021","2021-08-23T04:00:00Z","048258","8/18/2021","2021-08-18T04:00:00Z","1 TELEPORT DRIVE","40,607,104.000000",40607104,"d98521d0-32f4-ea11-b882-24ee9a37d45c","Staten Island",882450004,"-74,178,183.000000",-74178183,"31","PRE-K CENTER @ 1 TELEPORT DRIVE - STATEN ISLAND","Summer - ASD - PreK - The Richmond Pre-K Center - R066 - R068 - 31R066 - 1 TELEPORT DRIVE"
"W/""303436419""","Classroom Closed",882450000,"122247b3-6bff-eb11-94ef-001dd8309023","8/23/2021","2021-08-23T04:00:00Z","048272","8/19/2021","2021-08-19T04:00:00Z","750 CLASSON AVENUE","40,674,685.000000",40674685,"94e657bd-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,961,418.000000",-73961418,"17","P.S. 316 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 316 Elijah Stroud - K316 - K316 - 17K316 - 750 CLASSON AVENUE"
"W/""303126069""","Classroom Closed",882450000,"689684fb-70ff-eb11-94ef-001dd8309023","8/23/2021","2021-08-23T04:00:00Z","048278","8/18/2021","2021-08-18T04:00:00Z","10-45 NAMEOKE STREET","40,604,019.000000",40604019,"648946f4-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,749,891.000000",-73749891,"27","I.S. 53 - QUEENS","Success Academy Charter School - Far Rockaway - Q375 - Q053 - 84Q375 - 10-45 NAMEOKE STREET"
"W/""303722706""","Classroom Closed",882450000,"0ec7c439-0201-ec11-94ef-001dd8309023","8/28/2021","2021-08-28T04:00:00Z","048344","8/20/2021","2021-08-20T04:00:00Z","60 COOK STREET","40,702,759.000000",40702759,"ad83ff9e-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,941,345.000000",-73941345,"14","P.S. 257 - BROOKLYN","DYCD - PS 257 John F. Hylan - Summer Rising - 126167 - 60 Cook Street"
"W/""303926087""","Classroom Closed",882450000,"dae06611-af01-ec11-94ef-001dd8309023","8/29/2021","2021-08-29T04:00:00Z","048364","8/21/2021","2021-08-21T04:00:00Z","655 PARKSIDE AVENUE","40,656,423.000000",40656423,"dfc1392a-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,951,575.000000",-73951575,"17","I.S. 2 - BROOKLYN","Explore Charter School - K704 - K002 - 84K704 - 655 PARKSIDE AVENUE"
"W/""303867201""","Classroom Closed",882450000,"53320b3a-b101-ec11-94ef-001dd8309023","8/29/2021","2021-08-29T04:00:00Z","048366","8/21/2021","2021-08-21T04:00:00Z","200 CITY ISLAND AVENUE","40,844,353.000000",40844353,"de8a0044-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,783,540.000000",-73783540,"11","P.S. 175 - BRONX","Summer - ES MS SUMMER RISING - Elementary, Middle School - P.S. 175 City Island - X175 - X175 - 11X175 - 200 CITY ISLAND AVENUE"
"W/""302066206""","Classroom Closed",882450000,"51d8b634-dcfd-eb11-94ef-001dd830924a","8/22/2021","2021-08-22T04:00:00Z","048197","8/16/2021","2021-08-16T04:00:00Z","715 OCEAN TERRACE","40,607,637.000000",40607637,"eb8521d0-32f4-ea11-b882-24ee9a37d45c","Staten Island",882450004,"-74,105,883.000000",-74105883,"31","REGION 7/ ROC  F - STATEN ISLAND","The Michael J. Petrides School - R080 - R080 - 31R080 - 715 OCEAN TERRACE"
"W/""302066210""","Classroom Closed",882450000,"3cad9e9f-ddfd-eb11-94ef-001dd830924a","8/22/2021","2021-08-22T04:00:00Z","048198","8/16/2021","2021-08-16T04:00:00Z","650 BAYCHESTER AVENUE","40,874,035.000000",40874035,"6801ce37-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,831,669.000000",-73831669,"11","P.S. 153 - BRONX","Summer - ES SUMMER RISING - Elementary - P.S. 153 Helen Keller - X153 - X153 - 11X153 - 650 BAYCHESTER AVENUE"
"W/""302827842""","Classroom Closed",882450000,"36df4464-fbfd-eb11-94ef-001dd830924a","8/22/2021","2021-08-22T04:00:00Z","048208","8/17/2021","2021-08-17T04:00:00Z","74-10 COMMONWEALTH BOULEVARD","40,746,128.000000",40746128,"4aa10a44-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,728,415.000000",-73728415,"26","P.S./I.S. 266 - QUEENS","Summer - ES MS SUMMER RISING - Elementary, Middle School - P.S./I.S. 266 - Q266 - Q266 - 26Q266 - 74-10 COMMONWEALTH BOULEVARD"
"W/""302876022""","Classroom Closed",882450000,"379ddbd9-8cfe-eb11-94ef-001dd830924a","8/23/2021","2021-08-23T04:00:00Z","048215","8/17/2021","2021-08-17T04:00:00Z","121-15 LUCAS STREET","40,686,050.000000",40686050,"0df32ce2-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,756,546.000000",-73756546,"29","P.S. 15 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 015 Jackie Robinson - Q015 - Q015 - 29Q015 - 121-15 LUCAS STREET"
"W/""302827870""","Classroom Closed",882450000,"b3a96a0d-8efe-eb11-94ef-001dd830924a","8/22/2021","2021-08-22T04:00:00Z","048216","8/17/2021","2021-08-17T04:00:00Z","18 MARLBOROUGH ROAD","40,649,509.000000",40649509,"9183ff9e-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,966,456.000000",-73966456,"17","P.S. 249 - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 249 The Caton - K249 - K249 - 17K249 - 18 MARLBOROUGH ROAD"
"W/""302827882""","Classroom Closed",882450000,"07f9108c-91fe-eb11-94ef-001dd830924a","8/23/2021","2021-08-23T04:00:00Z","048219","8/17/2021","2021-08-17T04:00:00Z","91-02 88 AVENUE","40,691,467.000000",40691467,"8e8946f4-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,852,792.000000",-73852792,"27","P.S. 60 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 060 Woodhaven - Q060 - Q060 - 27Q060 - 91-02 88 AVENUE"
"W/""302827890""","Classroom Closed",882450000,"4c99f2ba-93fe-eb11-94ef-001dd830924a","8/22/2021","2021-08-22T04:00:00Z","048222","8/17/2021","2021-08-17T04:00:00Z","977 FOX STREET","40,822,056.000000",40822056,"fd77931f-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,894,368.000000",-73894368,"12","I.S. 216 - BRONX","Summer - MS SUMMER RISING - Middle School - School of Performing Arts - X217 - X116 - 12X217 - 977 FOX STREET"
"W/""303126037""","Classroom Closed",882450000,"cb317c25-6aff-eb11-94ef-001dd830924a","8/23/2021","2021-08-23T04:00:00Z","048268","8/18/2021","2021-08-18T04:00:00Z","111 EAST  33RD STREET","40,746,510.000000",40746510,"a0d810ab-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,981,070.000000",-73981070,"2","NORMAN THOMAS HS (ECF) - MANHATTAN","Success Academy Charter School - Harlem 1 - M351 - M620 - 84M351 - 111 EAST  33RD STREET"
"W/""303126041""","Classroom Closed",882450000,"3e3fd778-6aff-eb11-94ef-001dd830924a","8/23/2021","2021-08-23T04:00:00Z","048269","8/18/2021","2021-08-18T04:00:00Z","885 Bolton Avenue","40,822,925.000000",40822925,"c8689025-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,859,998.000000",-73859998,"8","I.S. 131 - BRONX","Success Academy Charter School - Bronx 4 - New York 2 - X464 - X131 - 84X464 - 885 Bolton Avenue"
"W/""303168637""","Classroom Closed",882450000,"9b490f1b-6dff-eb11-94ef-001dd830924a","8/23/2021","2021-08-23T04:00:00Z","048273","8/18/2021","2021-08-18T04:00:00Z","233-15 MERRICK BOULEVARD","40,675,070.000000",40675070,"52a10a44-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,736,232.000000",-73736232,"29","P.S. 270 - QUEENS","Summer - ES MS SUMMER RISING - Elementary, Middle School - The Gordon Parks School - Q270 - Q270 - 29Q270 - 233-15 MERRICK BOULEVARD"
"W/""303174987""","Classroom Closed",882450000,"a690fab8-7aff-eb11-94ef-001dd830924a","8/26/2021","2021-08-26T04:00:00Z","048279","8/18/2021","2021-08-18T04:00:00Z","1420 EAST  68 STREET","40,620,537.000000",40620537,"8b03194f-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,912,914.000000",-73912914,"22","I.S. 78 - BROOKLYN","Success Academy Charter School - Bergen Beach - New York 4 - K781 - K078 - 84K781 - 1420 EAST  68 STREET"
"W/""303126077""","Classroom Closed",882450000,"8d2ed0fd-7aff-eb11-94ef-001dd830924a","8/26/2021","2021-08-26T04:00:00Z","048280","8/18/2021","2021-08-18T04:00:00Z","339 MORRIS AVENUE","40,813,681.000000",40813681,"ef8a0044-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,925,995.000000",-73925995,"7","J.H.S. 203 - BRONX","Success Academy Charter School - Bronx 1 - X493 - X183 - 84X493 - 339 MORRIS AVENUE"
"W/""303126081""","Classroom Closed",882450000,"5f14d33d-7bff-eb11-94ef-001dd830924a","8/26/2021","2021-08-26T04:00:00Z","048281","8/18/2021","2021-08-18T04:00:00Z","339 MORRIS AVENUE","40,813,681.000000",40813681,"ef8a0044-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,925,995.000000",-73925995,"7","J.H.S. 203 - BRONX","Success Academy Charter School - Bronx 1 - X493 - X183 - 84X493 - 339 MORRIS AVENUE"
"W/""303168959""","Classroom Closed",882450000,"fe394ea2-8fff-eb11-94ef-001dd830924a","8/26/2021","2021-08-26T04:00:00Z","048287","8/18/2021","2021-08-18T04:00:00Z","15 Snyder Avenue","40,648,790.000000",40648790,"1c04d718-31f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,957,501.000000",-73957501,"17","EXPLORE CHARTER - K","Success Academy Charter School - Flatbush - K886 - K884 - 84K886 - 15 Snyder Avenue"
"W/""303168880""","Classroom Closed",882450000,"21c92aaf-8fff-eb11-94ef-001dd830924a","8/23/2021","2021-08-23T04:00:00Z","048288","8/18/2021","2021-08-18T04:00:00Z","99 AVENUE P","40,608,135.000000",40608135,"c10d3c5b-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,984,985.000000",-73984985,"21","I.S. 96 - BROOKLYN","Success Academy Charter School - Bensonhurst - New York 3 - K772 - K096 - 84K772 - 99 AVENUE P"
"W/""303436428""","Classroom Closed",882450000,"e259e8bb-8fff-eb11-94ef-001dd830924a","8/22/2021","2021-08-22T04:00:00Z","048289","8/19/2021","2021-08-19T04:00:00Z","34 WEST 118 STREET","40,802,649.000000",40802649,"539f4974-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,948,088.000000",-73948088,"3","P.S. 149 (TANDEM M207) - MANHATTAN","Success Academy Charter School - Harlem 1 - M351 - M149 - 84M351 - 34 WEST 118 STREET"
"W/""303436440""","Classroom Closed",882450000,"a7c8483e-1900-ec11-94ef-001dd830924a","8/27/2021","2021-08-27T04:00:00Z","048292","8/19/2021","2021-08-19T04:00:00Z","174-10 67 AVENUE","40,734,097.000000",40734097,"900e6e25-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,795,651.000000",-73795651,"26","P.S. 173 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 173 Fresh Meadows - Q173 - Q173 - 26Q173 - 174-10 67 AVENUE"
"W/""303436476""","Classroom Closed",882450000,"49789276-3700-ec11-94ef-001dd830924a","8/26/2021","2021-08-26T04:00:00Z","048303","8/19/2021","2021-08-19T04:00:00Z","333 2 STREET","40,673,996.000000",40673996,"e722f4ed-49fb-ea11-b883-24ee9a37d459",,,"-73,983,488.000000",-73983488,"15","ALONZO A. DAUGHTRY MEMORIAL DAY CARE CENTER SITE 2","Strong Place for Hope Day Care Center/DBA Strong Place for Hope Day Care - KBFN - KBIY -  - 333 2 STREET"
"W/""303436484""","Classroom Closed",882450000,"5a7d0ec7-3d00-ec11-94ef-001dd830924a","8/27/2021","2021-08-27T04:00:00Z","048305","8/19/2021","2021-08-19T04:00:00Z","1420 EAST  68 STREET","40,620,537.000000",40620537,"8b03194f-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,912,914.000000",-73912914,"22","I.S. 78 - BROOKLYN","Success Academy Charter School - Bergen Beach - New York 4 - K781 - K078 - 84K781 - 1420 EAST  68 STREET"
"W/""303436492""","Classroom Closed",882450000,"3d8d080c-3f00-ec11-94ef-001dd830924a","8/27/2021","2021-08-27T04:00:00Z","048307","8/19/2021","2021-08-19T04:00:00Z","10-45 NAMEOKE STREET","40,604,019.000000",40604019,"648946f4-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,749,891.000000",-73749891,"27","I.S. 53 - QUEENS","Success Academy Charter School - Far Rockaway - Q375 - Q053 - 84Q375 - 10-45 NAMEOKE STREET"
"W/""303722622""","Classroom Closed",882450000,"9bc3778c-eb00-ec11-94ef-001dd830924a","8/28/2021","2021-08-28T04:00:00Z","048321","8/20/2021","2021-08-20T04:00:00Z","650 HOLLYWOOD AVENUE","40,826,794.000000",40826794,"078b0044-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,818,083.000000",-73818083,"8","I.S. 192 - BRONX","Summer - ES SUMMER RISING - Elementary - Bronx Delta School - X392 - X192 - 08X392 - 650 HOLLYWOOD AVENUE"
"W/""303722670""","Classroom Closed",882450000,"982b2e36-fe00-ec11-94ef-001dd830924a","8/28/2021","2021-08-28T04:00:00Z","048335","8/20/2021","2021-08-20T04:00:00Z","559 CYPRESS AVENUE","40,703,942.000000",40703942,"dbe8ce00-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,911,885.000000",-73911885,"24","P.S. 81 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 81Q Jean Paul Richter - Q081 - Q081 - 24Q081 - 559 CYPRESS AVENUE"
"W/""303787859""","Classroom Closed",882450000,"ebbad07e-ac01-ec11-94ef-001dd830924a","8/29/2021","2021-08-29T04:00:00Z","048361","8/21/2021","2021-08-21T04:00:00Z","730 BRYANT AVENUE","40,815,827.000000",40815827,"f9d10307-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,885,284.000000",-73885284,"8","I.S. 201 - BRONX","Hyde Leadership Charter School - X345 - X074 - 84X345 - 730 BRYANT AVENUE"
"W/""303852465""","Classroom Closed",882450000,"c5d2710b-b601-ec11-94ef-001dd830924a","8/28/2021","2021-08-28T04:00:00Z","048370","8/21/2021","2021-08-21T04:00:00Z","80-55 CORNISH AVENUE","40,739,644.000000",40739644,"ecf22ce2-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,882,446.000000",-73882446,"24","P.S. 7 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 007 Louis F. Simeone - Q007 - Q007 - 24Q007 - 80-55 CORNISH AVENUE"
"W/""302066182""","Classroom Closed",882450000,"8f48937c-dafd-eb11-94ef-001dd830942c","8/22/2021","2021-08-22T04:00:00Z","048191","8/16/2021","2021-08-16T04:00:00Z","27-35 JACKSON AVENUE","40,748,159.000000",40748159,"dffa079f-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,940,316.000000",-73940316,"30","ADULT BASIC EDUCATION - QUEENS","Adult and Continuing Education - K755 - Q972 - 79K755 - 27-35 JACKSON AVENUE"
"W/""302066190""","Classroom Closed",882450000,"54ae9442-dbfd-eb11-94ef-001dd830942c","8/23/2021","2021-08-23T04:00:00Z","048193","8/16/2021","2021-08-16T04:00:00Z","610 BALTIC STREET","40,679,916.000000",40679916,"99e657bd-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,980,455.000000",-73980455,"13","P.S. 133 WILLIAM A. BUTLER - BROOKLYN","Summer - ES SUMMER RISING - Elementary - P.S. 133 William A. Butler - K133 - K317 - 13K133 - 610 BALTIC STREET"
